ride_id,pickup_time,dropoff_time,pickup_location,dropoff_location,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,ride_duration,fare_amount,payment_method
23e2fcb4-72d8-467d-894a-05e430b187ef,06-04-2024,19-06-2024,Whitemouth,Port Sandra,12.981504,78.828627,10.00119,80.496718,2,54,355.26,Card
19108be5-8ce2-4ea3-9b20-a56edc815fe7,21-06-2024,24-11-2024,Lake Yvettetown,Port Melindaburgh,10.899133,78.014275,12.176499,78.845884,1,59,206.58,Cash
66aa9385-dd59-4a71-b6b8-24817b3a4e3e,06-06-2024,11-12-2024,East Nicholasfurt,Saramouth,12.895393,79.316769,10.88227,78.443661,1,29,461.93,Card
fed4057d-bb02-4576-b512-c4c3b253d218,20-04-2024,01-10-2024,Mooreport,North Beth,13.093789,79.049996,13.383766,80.162088,4,45,307.92,Card
0cd620c2-0ea2-422b-9048-67babf7b539b,29-07-2024,09-08-2024,Shawhaven,North Susan,12.01236,79.747411,12.62077,79.958161,2,28,424.58,Card
1165e210-9854-4881-918a-9d292f923996,01-02-2024,27-12-2024,South David,New Brooke,13.096184,79.990636,12.689503,80.332861,2,47,183.22,Card
90b2b633-956b-4c0c-a849-9b926b5252e3,28-08-2024,12-09-2024,Sarahborough,Johnfurt,12.601818,80.306413,10.660739,78.859733,1,43,316.01,Wallet
50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,20-02-2024,06-11-2024,North Stephenshire,North Amandahaven,12.443751,78.945669,11.557014,80.35225,2,39,147.42,Wallet
119c4ea3-e180-4081-9958-a499eeea163e,12-04-2024,02-06-2024,West Justin,Bassport,11.545107,78.230593,12.198683,78.458144,2,15,299.43,Card
d12dbc9a-aaf9-4531-8200-b1f08768a84f,25-08-2024,29-12-2024,Sarahville,West Darrell,12.432816,79.870708,12.818703,80.360995,4,22,409.58,Wallet
48212ddb-45b8-4cd9-a7cb-6f2a8da01097,11-02-2024,25-11-2024,Lake Matthew,Williamview,10.79124,78.816814,10.065362,79.663733,2,48,458.3,Card
d450281c-6c6f-4633-a260-772317a0df49,17-12-2024,18-12-2024,Bradleymouth,Lake Tina,11.862108,78.571842,12.817456,79.967309,1,19,356.31,Cash
6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,03-03-2024,15-12-2024,North Charlesberg,Port Mikeside,12.988173,80.412596,12.369044,79.473296,3,30,79.11,Card
5d59cd2a-4eea-44e7-8ab5-4bde20a04502,27-02-2024,11-08-2024,West Jasonbury,West Kimberlychester,12.204935,79.21759,13.166227,79.480763,1,18,72.65,Wallet
dd56cc94-3c9a-414c-ae0c-aeb5ecfedb99,29-08-2024,28-09-2024,Port Lisa,Johnsonmouth,12.868647,80.077129,10.546664,80.028085,3,18,430.05,Wallet
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,30-10-2024,08-12-2024,West Erik,South Monicafort,12.981166,79.496636,10.137277,80.330523,4,30,366.73,Wallet
598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,27-03-2024,12-06-2024,Loribury,North Donna,12.239914,78.016632,11.554518,79.269365,4,14,116.66,Card
f7860b50-11c5-4ef0-9d46-3c09475287aa,03-06-2024,08-10-2024,Michaelhaven,Frazierside,11.298587,80.322157,11.162138,78.337729,2,20,459.36,Wallet
42deffcc-f86c-4ca2-a085-96db1d870966,08-05-2024,18-05-2024,New Sydney,Benjaminchester,13.079635,78.057265,11.769815,79.281166,3,52,357.27,Wallet
82ec9f2d-fbf6-416f-9b30-80d56fb78271,14-05-2024,12-09-2024,South Rachelborough,Bradleychester,13.393609,79.212182,11.180289,78.972143,4,42,435.59,Card
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,01-01-2024,20-07-2024,West Ryan,Cindyville,10.951188,78.748107,13.364202,78.70628,3,19,73.86,Cash
688c7015-aab9-4e49-8f2d-479681d2c7de,06-10-2024,04-11-2024,Richardport,East Robert,12.864312,80.01056,10.897923,79.916014,4,10,449.24,Cash
67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,27-05-2024,02-08-2024,West Justinchester,Stevenmouth,11.988745,78.975424,12.840553,78.596054,1,14,367.02,Wallet
e6b3c944-cb32-4e35-b922-bac282dc4c8e,19-09-2024,30-10-2024,Lake Christopher,Clarencebury,10.984029,78.132536,10.031277,80.328811,2,55,179.14,Wallet
25b8fd4b-32fa-4de8-8e7a-e7f639820cff,18-09-2024,17-11-2024,North Johnfort,South Robertshire,13.004511,79.839607,11.912969,78.108533,4,43,287.96,Cash
664fa663-7e8f-4095-a24c-69b6b24445a7,16-03-2024,19-12-2024,East Diana,Port Michelleville,11.241743,80.185492,13.494175,79.150604,4,29,93.29,Wallet
f53d4330-cdda-44ba-ad06-e8cf3805f907,29-10-2024,09-12-2024,Williamsbury,South Dennismouth,13.080259,79.547953,12.074486,78.059492,4,38,103.66,Card
513a7052-986f-4025-8f15-ba58fce68504,16-09-2024,28-12-2024,Salazarhaven,Rivasside,10.520766,79.434392,11.966751,78.775659,1,48,153.47,Wallet
79844388-dc8a-4e30-be60-33f728be9288,22-06-2024,13-12-2024,Greenbury,Katiehaven,12.368221,79.083977,12.364156,78.841431,1,48,349.85,Wallet
13d5f2f7-709b-4d97-864c-04af3d3f3799,07-07-2024,05-11-2024,Jimmymouth,Patricialand,10.207527,79.390035,10.020762,80.294769,3,54,219.69,Wallet
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,23-02-2024,21-04-2024,North Robert,Amychester,12.353274,79.846739,10.057093,,3,12,183.32,Card
e7a37e81-63b4-408b-ab8e-869fd5385b0e,25-01-2024,14-04-2024,Port Nicoleshire,Woodsstad,12.484991,79.60931,10.146085,79.482877,4,15,200.7,Card
d5f25073-f414-42b1-a442-9ebbda7b9095,25-04-2024,23-09-2024,Medinaside,South Jeffrey,12.985693,79.335595,12.648463,79.954881,1,51,316.51,Wallet
ab3b4d37-560c-45ee-a38c-254c076e2bba,18-06-2024,23-12-2024,Ramseymouth,New Amanda,12.267108,79.502469,12.18094,78.478093,3,37,247.09,Cash
06f028ff-a9ba-4a27-907b-fe36978648f8,18-12-2024,27-12-2024,Lake Roymouth,North Jorge,11.166265,78.031494,12.44961,78.695904,1,60,92.81,Wallet
c2dff335-5666-4f9f-93ac-2ab974672cd9,07-05-2024,28-07-2024,Ramirezchester,Maryfort,10.638973,79.449184,10.374643,80.381733,3,58,179.72,Wallet
f3b1025b-fff9-4585-8d55-7b618a175dfe,08-01-2024,24-10-2024,Jeffreyland,Port Anthonybury,11.61033,79.939632,11.589569,79.218763,2,14,244.46,Card
20500494-3d11-4802-a702-878b9f0fda8d,18-03-2024,25-03-2024,Caldwellshire,South Holly,11.670156,80.415941,12.394423,78.141149,2,39,259.83,Wallet
f6b751f7-9b74-4245-9b1b-c8952af43ab7,24-10-2024,28-11-2024,Port Loriport,New Anthonyport,12.715428,78.648611,12.049893,79.206892,1,43,407.29,Card
658b2523-6014-4de9-b54a-d0a2e87466d7,11-08-2024,20-12-2024,North Brittany,North Heidi,11.759349,,10.163827,79.234608,4,6,223.98,Cash
fbdd3933-cbd5-4bf6-9efd-76e9ce3714af,27-04-2024,16-12-2024,West Amandastad,New Deborahtown,11.611531,80.108759,11.405457,78.28876,3,58,358.14,Card
6efb63b1-1b04-4863-bd7d-dbedd284476c,25-11-2024,15-12-2024,Cynthiamouth,South Gregory,10.596381,80.230096,11.755833,79.75777,2,8,102.95,Cash
eb6c1016-cee6-44d0-9dac-6e8345241ea6,21-07-2024,24-11-2024,Marshallshire,Marcusbury,11.867891,79.333361,10.378576,80.391305,1,10,370.67,Wallet
3e6dd58b-7367-428d-a1b2-94de4767d76c,18-11-2024,22-11-2024,Hudsonfurt,Anthonymouth,12.349155,78.324634,10.960422,79.614682,4,57,161.2,Cash
4223623b-cc3e-4dde-9ad5-cf06364d7c87,11-03-2024,16-09-2024,Joshuaview,New Stacyland,13.146181,79.328448,12.357701,78.634729,2,13,323.78,Wallet
3d85de89-c217-4429-8e20-07247d137018,03-04-2024,07-09-2024,Brewerfort,Mcguireland,12.879881,79.478087,11.170207,79.258644,4,40,461.41,Cash
4e6384bb-3e49-4f43-b118-f68d6786d506,24-04-2024,19-07-2024,Thomashaven,Ronaldside,13.468148,80.256709,13.325616,80.051224,3,38,340.83,Wallet
4e7ed827-455a-4762-b428-a656b3ee4d3b,08-05-2024,21-09-2024,Jerryborough,Davidside,12.082256,79.377906,11.25357,79.124461,4,18,272.13,Wallet
bd1531c8-3764-4bda-b108-d4482f65fafa,23-10-2024,29-12-2024,Hillshire,Tinaborough,10.262076,78.327118,13.326962,79.738073,2,50,449.62,Card
039f3a25-4d61-48bd-adef-e1935c62b3a2,25-04-2024,22-07-2024,West Brandon,New Kellyberg,10.356088,78.513512,10.16663,80.285047,4,47,297.27,Wallet
92f5df7b-0323-4342-9f6a-8f931a432f0a,04-09-2024,08-12-2024,Taylormouth,Jackton,12.978751,78.67159,12.07304,79.386673,3,33,172.95,Wallet
6694c343-10ba-48e3-9276-2bdc1d34d08e,08-04-2024,10-10-2024,Joneston,East Lisa,10.698791,78.136226,10.949252,80.087821,4,12,132.57,Cash
8edddfcd-1e52-4770-bf89-7142fe716b14,27-04-2024,30-05-2024,Obrienbury,Hayesmouth,11.149189,79.549622,10.001909,80.499769,2,9,349.7,Card
9191b363-4e2d-4645-adc7-cac7fd72b050,25-04-2024,09-12-2024,New Susanville,Lake Jason,10.675193,80.034334,12.279373,78.730464,1,42,191.62,Wallet
8d4f5d27-2c7f-4b79-bd67-cde92834e4c0,13-09-2024,28-09-2024,East Aaronmouth,Carterbury,11.514853,80.411883,10.573882,80.421786,2,42,152.03,Cash
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,21-04-2024,08-08-2024,West Kristin,South Danny,12.923407,79.840158,13.070909,79.397272,1,9,310.05,Wallet
d39e198b-4400-4d5a-a88d-a71926242b40,28-03-2024,04-12-2024,North Brian,Brookeshire,12.014047,80.262292,12.315603,78.410736,1,19,476.86,Cash
b04d3376-77fc-4703-9fd5-a423706c5c56,23-12-2024,26-12-2024,Hollyview,Kimton,11.051173,78.319554,11.508949,78.831002,1,60,421.74,Card
40181c6e-9a8c-4a3c-9283-aac7bc0a6a5d,11-12-2024,21-12-2024,North Jeremyshire,Port Emilyview,10.515185,78.954879,13.225081,78.79787,1,37,346.5,Cash
7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c,11-08-2024,18-08-2024,Moonburgh,Waltersfort,13.154996,79.407529,10.340351,78.903172,3,47,153.7,Card
5230dfbd-5553-42fe-a889-803e5913f9d3,05-02-2024,05-08-2024,Port Eugenechester,Robertsfurt,10.00155,78.138133,12.363331,78.098081,2,39,421.93,Cash
409d3602-5084-4242-968b-1625746f7891,11-11-2024,14-11-2024,Darrellfurt,Lake Mollymouth,11.856138,79.357031,10.764045,80.352756,4,20,470.12,Card
9f64eeed-5c9d-427d-84b8-71bb300568d2,09-06-2024,30-06-2024,Garrettton,West Andrea,10.269514,79.55357,12.791226,79.985667,4,17,209.55,Cash
7c16128d-b2c0-4394-a17f-29e170286046,26-12-2024,27-12-2024,North Teresabury,West Andrea,10.665338,79.161279,11.663296,79.543038,1,47,498.61,Card
d7665cda-fe04-4059-b985-fb6217dc8eff,02-08-2024,20-10-2024,South Staceyberg,Cantuport,10.454014,78.228013,10.155957,79.146925,,32,287.75,Card
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,16-07-2024,29-11-2024,Sanchezside,South James,13.400409,79.411706,12.004966,78.735483,4,60,246.67,Wallet
dd30de89-22f2-45f2-a11b-868dbf0d073d,20-08-2024,26-11-2024,West Kendrachester,Sarahhaven,10.397892,80.119173,10.677747,79.20368,1,48,277.4,Wallet
d664d264-4c6e-47ff-b9de-7a3a486822b9,13-04-2024,13-04-2024,Grimesmouth,Reedside,12.452302,78.312805,12.05651,80.357976,1,8,245.37,Card
5260001e-eecf-47d2-b491-76f46090d697,23-10-2024,14-12-2024,Lake John,Hallchester,10.930989,80.42876,13.445601,79.771352,3,56,134.74,Cash
e9d68f23-b489-4070-b914-f8a8bea4ff31,17-01-2024,19-05-2024,Hughesberg,Hannaberg,12.373338,80.130718,10.654675,78.642771,2,17,60.65,Cash
dfcaf0b7-19b1-4e80-9ea4-ae1754fd9ad3,14-07-2024,05-11-2024,Garciamouth,Lake Douglasberg,12.11529,80.476229,12.518666,79.15734,4,13,145.05,Card
56abf2f1-43d8-4870-b81d-baa1c8120a8e,30-01-2024,30-07-2024,Santosmouth,Finleyfort,12.83816,79.957878,11.448358,79.195078,2,22,261.41,Card
3c19e71d-1184-45ad-9e11-d2cd0930aef6,04-12-2024,30-12-2024,Wendyland,Goodville,11.079963,79.079554,13.089494,80.283323,2,60,112.91,Cash
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,21-06-2024,23-07-2024,West Lauraport,Nicholasberg,10.982496,80.186972,12.023181,79.27641,4,56,210.12,Wallet
cae28e66-ae8a-4813-90e0-a95b697c3923,04-04-2024,27-10-2024,East Gregory,Harveybury,12.155396,78.448433,13.008034,78.142644,1,8,57.59,Wallet
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,12-07-2024,02-11-2024,Stevetown,Santanaside,12.293521,80.366121,13.308243,80.15719,1,10,316.04,Cash
fcd6bdca-5876-4d09-b1fa-f665711533f3,02-03-2024,30-03-2024,Daniellechester,Stephenport,12.327896,,10.461466,78.164021,2,31,116.3,Card
3cb98350-1b4d-40fe-bbb3-8605da743152,18-03-2024,14-08-2024,Armstrongshire,Victoriaport,11.103427,80.089777,,79.337541,4,18,473.42,Card
0212b554-4644-48b4-a553-867da881bfd3,09-01-2024,26-11-2024,New Julieport,New Laurie,12.105685,79.396883,12.965342,78.887354,1,15,341.57,Card
ad81f8bd-4029-43ec-9ef2-b93e30ac7d7b,26-03-2024,28-11-2024,Lake Colton,West Kristinaton,12.297914,79.721102,12.781914,80.059629,1,29,196.09,Card
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,13-08-2024,22-10-2024,Markchester,East David,12.930372,79.061954,10.151777,79.13265,4,23,389.6,Card
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,28-07-2024,07-10-2024,West Robin,Coffeyport,11.102709,80.220473,12.63874,78.757837,4,14,170.7,Cash
f6802cdb-77e4-40c7-9d7b-c313cde22f1c,16-10-2024,17-11-2024,East Karenbury,Coffeyside,13.243948,78.649209,12.992235,78.579646,3,18,278.77,Cash
43b38eb4-0390-4c5d-a502-d6a2ca6a2224,22-05-2024,26-06-2024,South Miguelview,Carsonstad,11.368183,79.295545,11.688516,79.992841,1,52,74.52,Card
9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,12-02-2024,31-10-2024,Rosebury,Lake Madisonport,12.504398,79.925291,11.012182,80.477983,1,8,116.7,Wallet
f23e323d-0b9b-4934-a3c8-6d301dde7969,09-09-2024,27-11-2024,West Wendyville,East Paigeberg,10.684817,78.152877,10.772851,79.42385,4,37,107.1,Wallet
be3e6e57-f30a-4e32-aba4-fc035efa9c5b,30-05-2024,22-11-2024,Matthewsberg,Penafort,12.99828,79.592404,11.447927,80.400012,2,8,307.72,Wallet
08601833-479d-4cda-b396-ea37f065c817,27-08-2024,14-11-2024,Jeffmouth,Port Michael,12.724143,78.345345,10.312067,79.192461,1,59,473.83,Cash
a5135ea0-fa53-434d-a6d5-901d8b621d41,23-09-2024,03-12-2024,Bruceview,North Stacy,11.141466,79.019951,11.141221,80.241035,1,43,485.12,Cash
a446be72-364c-411a-a9ab-364a1777e8cb,16-11-2024,08-12-2024,North Kristinbury,Port Anne,12.601906,78.091499,10.421341,79.807507,2,30,428.44,Cash
961d33ba-3508-43f0-8de0-8fc2c3e15a85,27-01-2024,14-12-2024,Port Molly,Kimtown,12.64339,79.894048,10.40785,78.832337,2,42,63.93,Wallet
402adf9c-8a4b-4f7c-a147-2a15fcce96f6,17-04-2024,12-06-2024,North Donna,East Alexisbury,10.176614,79.634842,10.309341,79.605363,1,44,372.64,Cash
0d6a05b3-43ef-4016-ac9b-662e040a3aae,16-08-2024,17-10-2024,Lake Robert,Lake Brycemouth,11.931534,79.82236,12.81927,79.784298,4,47,52.19,Wallet
73b6a09b-1bea-46ac-97fa-7f0483639007,29-10-2024,03-12-2024,New Bradley,Stephentown,12.465807,78.466125,11.922351,80.217008,3,21,227.38,Cash
afa415e5-6d20-4496-a6d0-6371d8e88ebb,24-01-2024,28-07-2024,South Jennifermouth,North Marcberg,11.239946,78.54232,11.255641,78.571224,3,20,125.09,Card
95da75c1-a211-40f9-9fd3-4579466772ce,26-01-2024,15-03-2024,Oscarhaven,Shawnchester,11.321495,78.163583,13.136739,78.87574,4,13,262.6,Wallet
a79b44b6-da50-4fed-9d4a-3d81b3a7d0e0,08-02-2024,12-12-2024,South Shannon,South Matthew,10.390773,78.818436,13.250648,80.387719,3,34,497.18,Card
50032b35-1857-4baf-bac7-e2b96a7e4c36,25-06-2024,10-09-2024,Edwardsview,Stephaniefort,12.526865,78.737453,12.622892,79.446704,1,5,435.51,Card
6e8f75a1-17dd-4d81-95da-705cd4ef00aa,27-01-2024,02-03-2024,Lake Joanneberg,New Sueside,11.685817,78.702483,10.041151,79.342415,1,9,161.26,Wallet
aa53c19c-dfa4-4b9f-9a85-6750692ac139,08-05-2024,24-06-2024,Parrishton,Carolinestad,10.343251,79.434405,11.547274,78.289241,2,37,441.26,Card
a81fdec3-279c-458a-b676-0ce581e5c9f6,10-02-2024,21-09-2024,Walkerville,Meganstad,10.76666,78.56631,10.366054,79.698166,2,27,381.56,Cash
cea60f4c-39e5-4ff0-92f8-37d447503f1d,14-02-2024,06-12-2024,Bruceside,New Sarahview,12.892948,78.929665,10.994244,78.989327,2,28,64.32,Card
4f199ec0-c32d-4526-b3e4-110a45f50c52,12-01-2024,22-03-2024,Michaelburgh,New Diane,11.861464,79.509929,11.49782,78.243407,2,33,426.15,Wallet
07d924ce-f8c8-4fae-a217-8f84bdb025ff,28-01-2024,23-03-2024,Lake Alyssafurt,Chavezburgh,11.822485,80.488285,12.785324,78.306328,3,44,317.88,Wallet
f10013a7-c6de-42f0-930a-c1c7b8ba8368,23-05-2024,21-09-2024,North Ericton,West Scottchester,13.26452,79.883962,13.463342,78.363071,1,47,217,Wallet
372f871a-45ee-432d-aa07-f2137129cec7,07-07-2024,01-11-2024,West Russellport,Roseport,10.422725,79.780181,10.195361,79.588882,3,47,352.92,Cash
0e0630cd-996d-4c50-bc04-a168652ffb49,18-01-2024,12-04-2024,East Kevinborough,Port Jonathan,12.174941,79.307433,13.168002,78.567446,2,21,278.37,Cash
6e3f683a-bf3c-4140-bf54-a51101fa964e,07-05-2024,22-06-2024,East Omar,New Angelica,12.103659,79.153829,10.966606,80.148727,1,52,308.37,Wallet
bdf66ba5-dc9c-46de-a5a6-74c212738a23,16-09-2024,23-11-2024,South Andrewland,Barbarashire,11.418316,79.591476,10.927838,78.965423,2,22,292.85,Card
0556daea-67b0-4283-9d7c-00984a1dab32,06-06-2024,15-11-2024,Georgemouth,Christopherville,12.635152,78.928044,11.603172,80.460231,2,50,383.77,Card
1422373f-8622-48d1-a683-e10796c044d0,04-04-2024,20-09-2024,Harrellmouth,West Kimberly,11.313838,79.688702,10.831077,79.775738,2,48,205.44,Wallet
828c37e7-87d5-47be-9d30-d990a21b0307,30-01-2024,15-08-2024,Port Michael,East Curtis,12.576908,79.67495,12.602175,80.17609,3,37,108.39,Card
c29d782b-2722-496e-9a36-d1ec2c6a6e9a,09-04-2024,24-06-2024,East Stephaniefort,Webstershire,10.300448,80.197219,11.330533,78.051222,3,59,389.52,Cash
a49b1cd9-9082-489b-a1cd-e87fec955f87,23-06-2024,02-11-2024,Michellemouth,South Carlos,12.463403,78.234256,10.013932,78.899273,1,45,208.95,Card
97674900-4651-4367-8bdc-43184d85a3d2,20-06-2024,20-10-2024,West Williamport,Hayeston,10.347714,78.810579,12.826601,79.198774,3,7,188.05,Cash
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,23-05-2024,11-09-2024,New Brookefurt,Carpenterton,11.75503,80.007476,12.906323,78.466497,3,54,207.11,Cash
30307633-a6de-41d8-9258-17b7cf501889,23-06-2024,16-12-2024,Cassidyhaven,North Shannon,11.528875,78.369361,12.586017,79.882001,3,15,137.31,Wallet
812a1f9b-1596-4802-b6dd-6257fb7d9f1c,10-11-2024,13-12-2024,North John,Ritterhaven,13.091816,79.854825,11.973006,79.875648,4,40,463.86,Wallet
eafde7d9-5f73-4a3e-9d28-6aa428a39779,22-07-2024,17-11-2024,Paulmouth,Port Crystalmouth,12.943493,80.175495,11.516088,79.867645,4,40,106.18,Cash
62f5df2b-adaa-44ca-8ed6-ad5e18318aa3,26-01-2024,02-06-2024,Johnathanberg,Christopherberg,13.00366,79.81314,12.672216,78.565658,1,9,123.88,Wallet
b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,22-12-2024,26-12-2024,Andersonland,Angelicamouth,13.048739,79.448352,10.933931,79.583947,2,39,278.21,Cash
f275b5f3-d436-47a8-b3ec-b951ab8cbf97,11-11-2024,23-11-2024,Lake Ellenhaven,Andrewport,11.265746,78.633081,10.554011,78.057685,3,42,246.43,Wallet
7c7c404e-c422-403e-b29a-6339577bc55a,11-03-2024,02-06-2024,East Zoe,North Kenneth,12.651189,80.432655,10.245083,78.281977,2,32,183.9,Cash
d5ca69ab-8a2e-4a93-8558-0bb281f7f3fb,02-11-2024,11-11-2024,Lake Matthewberg,Mooreburgh,10.791281,78.471145,11.483419,79.115381,1,24,282.5,Card
e7147668-cf1d-4d3a-9fee-fdffc566aa81,18-11-2024,21-12-2024,Lake Samuel,Diazbury,12.139013,79.091821,13.088091,78.04515,1,27,348.98,Cash
c8a723e9-bfa0-46c2-809c-b50648f1096d,21-06-2024,17-10-2024,Youngbury,Tammyfort,11.416896,79.451659,10.631912,78.752851,2,47,74.32,Cash
92070158-f277-4f63-ada5-84175e2ad32d,17-12-2024,21-12-2024,Murrayport,Shawchester,10.818839,78.005529,11.396383,78.237966,3,54,357.55,Wallet
df7d0dd7-236e-4608-9acb-394acd1f5318,03-03-2024,19-05-2024,Brettfort,Angelaville,10.614895,78.169117,11.952692,79.294056,4,44,223.3,Wallet
48f9e3d0-1fea-41e0-99e6-04b38412a335,03-10-2024,24-12-2024,Port Ethanmouth,Port Samuel,12.248744,78.349389,13.308485,79.110857,2,20,278.33,Cash
597e6845-e277-48c5-b37d-1fb6d11376e0,19-12-2024,21-12-2024,South Brianhaven,Joeland,12.491075,79.252793,10.648842,80.018403,2,31,190.47,Cash
195d82f8-ee4a-4b5d-9195-54e307374c86,25-05-2024,20-08-2024,Laceyberg,West Samanthafort,10.830048,79.896276,11.773845,80.463246,2,52,349.89,Card
781799ff-b49e-44cc-8243-69e72387eaf6,27-09-2024,16-12-2024,Gilbertland,West Jasonberg,10.095397,79.015216,11.488871,78.506166,4,56,453.95,Wallet
1c76bdf6-6c5a-4c93-871c-08849bdf90f2,01-08-2024,20-12-2024,Johnville,East Robertmouth,12.195226,79.256674,10.617691,78.732188,2,22,405.61,Cash
98c3e3ca-7ff4-4ec6-a7b7-b4c6d6312a80,25-01-2024,08-03-2024,Lake Zacharybury,West Ruben,13.483431,78.149583,12.732084,79.629403,1,29,316.99,Cash
2ff3cde4-6aa4-4c9f-9217-04753d959e3f,26-08-2024,02-11-2024,New Theresaland,South Morganton,10.96706,79.020883,11.175342,78.420016,4,19,76.27,Cash
bf5023f4-40ef-4935-9f90-bed6fb25664d,03-09-2024,17-11-2024,West Kristinastad,Lake Diane,11.023356,78.098237,13.468993,78.58251,4,27,367.93,Card
551ff086-c1b5-45ca-bc35-36df94f79dba,10-02-2024,05-12-2024,North Michael,Lisaburgh,11.271985,80.311509,13.114004,80.236525,2,19,156.9,Cash
b20507bb-fb16-4757-b6f1-86abaf475b49,18-11-2024,25-12-2024,Welchberg,Lake Kimberlymouth,10.123853,78.775942,11.91464,78.833729,2,30,498.49,Card
